"tractid","total_population00","white_alone00","educational_attainment00","median_income00","median_rent00","income_category00","non_white00","total_population20","median_income20","median_home_value20","educational_attainment20","white_alone20","black_alone20","native_alone20","asian_alone20","native_hawaiian_pacific_islander20","some_other_race_alone20","two_or_more20","hispanic_or_latino20","income_category20","non_white_population20"
36047051100,3904,384,294,30694,471,"Moderate Income",3520,4317,35750,477000,1241,1485,216,0,882,0,0,95,1639,"Moderate Income",2832
36047051200,6871,251,470,33848,710,"Moderate Income",6620,5907,41571,638900,1219,1033,3025,0,105,0,14,304,1426,"Moderate Income",4874
36047051300,4362,1117,440,29491,671,"Low Income",3245,5058,82730,794400,2308,2524,123,0,377,0,20,200,1814,"High Income",2534
36047051400,7692,528,758,33075,715,"Moderate Income",7164,7947,48445,391700,1687,1117,3194,95,1053,0,62,297,2224,"Moderate Income",6925
36047051500,887,472,117,36250,620,"Moderate Income",415,2024,133500,846500,1283,1371,109,0,143,0,14,35,352,"Very High Income",653
36047051601,5467,86,245,27032,683,"Low Income",5381,5506,52063,0,858,367,3327,0,184,0,32,27,1569,"Moderate Income",5139
36047051602,4288,68,193,27032,683,"Low Income",4220,4235,55577,1041700,666,407,2890,0,135,0,0,156,647,"Moderate Income",3828
36047051700,1460,1150,556,51012,796,"Moderate Income",310,2343,106184,1140400,1654,1831,82,0,215,0,0,99,116,"Very High Income",512
36047051800,3722,732,796,38417,745,"Moderate Income",2990,3307,60362,692800,1139,881,1482,0,280,0,0,115,549,"High Income",2426
36047051900,2921,1948,873,35452,742,"Moderate Income",973,5159,123432,980800,3299,3479,188,0,541,0,1,140,810,"Very High Income",1680
36047052000,4521,981,667,36492,717,"Moderate Income",3540,4684,59146,766300,1110,1281,916,0,1228,0,203,33,1023,"Moderate Income",3403
36047052300,5729,438,318,23315,491,"Low Income",5291,5511,42908,0,1855,1769,70,182,339,19,35,127,3152,"Moderate Income",3924
36047052500,3537,1918,139,13929,384,"Low Income",1619,3423,35568,233300,719,2023,180,0,143,0,0,41,1036,"Moderate Income",1400
36047052600,4515,1706,809,32243,711,"Moderate Income",2809,4737,65578,931800,1713,1882,1038,87,838,0,0,48,915,"High Income",2926
36047052700,7277,321,275,20665,518,"Low Income",6956,6776,51927,620800,1856,1364,136,0,370,0,83,95,4728,"Moderate Income",5412
36047052800,2016,1118,591,72083,767,"High Income",898,1868,83523,1056600,796,1010,140,0,448,0,0,31,239,"High Income",858
36047052900,4384,3539,116,19208,552,"Low Income",845,3995,37703,590900,358,3701,77,0,0,0,0,12,205,"Moderate Income",294
36047053000,3522,2213,546,36181,682,"Moderate Income",1309,3736,39511,777100,784,2193,161,0,978,0,9,80,315,"Moderate Income",1543
36047053100,2624,1933,45,24375,654,"Low Income",691,9068,36225,697800,576,8498,13,0,69,0,37,24,427,"Moderate Income",570
36047053200,3015,1918,679,45625,751,"Moderate Income",1097,2659,63906,512700,846,1670,147,0,592,0,4,40,206,"High Income",989
36047053300,7302,6462,111,13750,563,"Low Income",840,6907,26477,828700,280,6713,51,0,73,0,0,11,59,"Low Income",194
36047053400,4612,2763,678,31927,661,"Moderate Income",1849,4400,32500,625000,896,2766,278,64,944,0,0,130,218,"Moderate Income",1634
36047053500,4918,4042,92,17361,619,"Low Income",876,4053,27027,740400,119,3705,197,14,0,0,0,0,137,"Low Income",348
36047053700,2059,1966,57,16813,579,"Low Income",93,3612,32963,744800,80,3465,48,0,39,0,0,10,50,"Moderate Income",147
36047053800,4701,3981,1091,39207,717,"Moderate Income",720,4414,32841,533800,1332,3434,73,18,403,0,0,34,452,"Moderate Income",980
36047053900,3724,2600,75,20847,530,"Low Income",1124,2564,21659,496200,189,2104,82,16,16,0,0,0,362,"Low Income",476
36047054200,4391,3704,966,42000,686,"Moderate Income",687,4789,41219,730800,1260,3753,96,0,167,0,0,0,773,"Moderate Income",1036
36047054400,3705,2987,803,50469,699,"Moderate Income",718,3344,49091,527600,871,2581,0,0,549,0,16,2,196,"Moderate Income",763
36047054500,8009,5206,147,16260,309,"Low Income",2803,8252,19157,0,236,5576,794,0,0,0,0,19,1863,"Low Income",2676
36047054600,4571,3994,1177,40129,720,"Moderate Income",577,4861,48971,700200,1616,3837,168,0,264,0,0,235,357,"Moderate Income",1024
36047054700,3372,2185,150,16598,613,"Low Income",1187,4903,36214,828100,914,3414,268,13,185,0,0,70,966,"Moderate Income",1502
36047054800,2019,1881,632,58250,741,"Moderate Income",138,2068,62989,817600,732,1833,16,0,21,0,4,82,112,"High Income",235
36047054900,1551,598,402,26933,730,"Low Income",953,3806,89241,1025000,1405,2556,22,0,242,0,26,209,751,"High Income",1250
36047055000,3572,3007,810,34525,723,"Moderate Income",565,3496,60568,477800,1170,2367,43,0,423,0,0,64,599,"High Income",1129
36047055100,4322,1028,630,27173,600,"Low Income",3294,5728,74931,1094200,2494,2361,109,0,40,0,44,150,3024,"High Income",3367
36047055200,3519,2683,836,36964,706,"Moderate Income",836,3279,51103,464700,1014,2078,5,0,685,0,0,180,331,"Moderate Income",1201
36047055300,2553,1502,676,38938,639,"Moderate Income",1051,2761,98875,823800,1713,1839,6,0,279,0,0,91,546,"Very High Income",922
36047055400,4284,3222,1047,36875,721,"Moderate Income",1062,4492,49583,459500,1393,3207,11,0,418,0,0,247,609,"Moderate Income",1285
36047055500,872,730,408,42343,1097,"Moderate Income",142,6431,136689,1153000,3839,4058,194,0,981,0,22,185,991,"Very High Income",2373
36047055600,3824,3199,844,48387,740,"Moderate Income",625,3951,65464,681500,1099,3152,20,0,400,0,0,108,271,"High Income",799
36047055700,1285,1011,384,52996,673,"Moderate Income",274,2214,87361,930600,1237,1405,70,0,137,0,10,26,566,"High Income",809
36047055800,2418,1794,464,31083,729,"Moderate Income",624,2331,54926,674700,615,1795,24,0,192,0,0,75,245,"Moderate Income",536
36047056000,3571,3141,990,52234,737,"Moderate Income",430,3481,51581,633600,1203,2935,56,0,403,0,0,11,76,"Moderate Income",546
36047056100,3748,3002,757,43219,715,"Moderate Income",746,3348,84125,832200,1822,2479,240,8,189,0,0,117,315,"High Income",869
36047056200,1676,1514,422,58214,547,"Moderate Income",162,1593,55750,702000,594,1355,0,0,238,0,0,0,0,"Moderate Income",238
36047056300,4352,1858,675,33662,627,"Moderate Income",2494,5092,69583,725000,2339,3005,124,0,422,0,103,272,1166,"High Income",2087
36047056400,2373,2167,557,56658,668,"Moderate Income",206,2600,89938,483700,825,1919,62,0,316,76,0,31,196,"High Income",681
36047056500,3620,2318,831,40806,681,"Moderate Income",1302,3049,97135,1122300,1747,2355,12,0,192,0,25,98,367,"Very High Income",694
36047056600,2588,1994,563,48375,804,"Moderate Income",594,2821,66445,588500,782,1326,195,0,953,0,51,115,181,"High Income",1495
36047056800,1270,1004,213,77427,708,"High Income",266,1453,84688,580800,402,927,0,0,403,0,0,0,123,"High Income",526
36047056900,1737,1331,463,43750,752,"Moderate Income",406,1537,81691,944100,919,1278,16,0,67,9,5,13,149,"High Income",259
36047057000,3292,2525,703,54063,607,"Moderate Income",767,3548,62031,175700,1045,2105,85,0,1012,0,32,20,294,"High Income",1443
36047057100,5083,4743,636,38009,660,"Moderate Income",340,3800,57614,571700,1682,3353,38,0,83,0,0,57,269,"Moderate Income",447
36047057200,5633,1340,200,19000,340,"Low Income",4293,5551,18310,0,527,718,2707,0,377,0,0,11,1738,"Low Income",4833
36047057300,2807,2475,356,37740,700,"Moderate Income",332,2593,82448,771400,1130,1859,310,35,138,0,28,52,181,"High Income",744
36047057400,2606,1613,676,70729,777,"High Income",993,3211,93750,590000,813,1553,37,0,1532,0,0,12,77,"Very High Income",1658
36047057500,5006,3315,589,35123,600,"Moderate Income",1691,3935,72656,725000,1526,2985,2,0,337,0,14,35,562,"High Income",950
36047057600,2863,1782,695,52727,797,"Moderate Income",1081,3141,75772,665300,860,1471,37,0,1438,0,0,25,170,"High Income",1670
36047057800,2910,1933,702,45048,767,"Moderate Income",977,3478,52841,688500,756,1818,0,0,1041,0,0,113,506,"Moderate Income",1660
36047057900,1433,443,99,25594,585,"Low Income",990,1074,56250,0,353,520,67,7,20,0,0,22,445,"Moderate Income",561
36047058000,3154,1776,482,43269,711,"Moderate Income",1378,4164,43542,657900,895,1564,156,0,1723,0,0,44,677,"Moderate Income",2600
36047058200,2994,1825,426,36172,676,"Moderate Income",1169,2812,49750,931800,361,1581,10,159,393,0,0,111,717,"Moderate Income",1390
36047058400,3646,2857,749,45987,759,"Moderate Income",789,3179,54375,568800,1206,2379,112,0,428,0,19,0,241,"Moderate Income",800
36047058600,2209,713,357,51058,766,"Moderate Income",1496,3012,66087,607000,614,692,21,0,1730,0,0,14,555,"High Income",2320
36047058800,3479,2563,982,51429,780,"Moderate Income",916,3728,65069,489200,1485,2316,38,0,799,0,12,47,516,"High Income",1412
36047058900,1775,1650,248,51152,699,"Moderate Income",125,1817,82045,842400,776,1439,33,0,146,0,0,32,167,"High Income",378
36047059000,1979,982,268,53050,776,"Moderate Income",997,1861,48542,652600,473,701,170,0,759,0,0,7,224,"Moderate Income",1160
36047059100,4176,3567,581,37863,705,"Moderate Income",609,3998,92768,695100,1951,3106,102,0,116,0,0,105,569,"Very High Income",892
36047059200,3986,2663,987,42483,734,"Moderate Income",1323,4641,60982,524900,1404,2477,314,0,1375,0,17,74,384,"High Income",2164
36047059300,2489,1715,179,32634,658,"Moderate Income",774,2135,68304,693500,752,1575,30,0,73,0,0,67,390,"High Income",560
36047059401,7875,5471,1407,43750,684,"Moderate Income",2404,8186,55474,684900,2450,4444,71,14,3026,0,0,77,554,"Moderate Income",3742
36047059402,4614,3940,1275,52763,748,"Moderate Income",674,5179,71899,586400,1937,3832,86,0,1120,0,10,13,118,"High Income",1347
36047059600,2228,1948,637,52200,533,"Moderate Income",280,2505,53295,170200,953,2132,205,0,110,0,0,10,48,"Moderate Income",373
36047059800,3331,2682,847,53661,801,"Moderate Income",649,3391,67279,274300,1036,2428,154,101,287,0,0,155,266,"High Income",963
36047060000,6116,4936,1448,47839,755,"Moderate Income",1180,6572,54664,439600,2391,5554,19,0,573,0,0,64,362,"Moderate Income",1018
36047060600,2429,1751,607,36583,701,"Moderate Income",678,2728,50500,258700,1018,1882,19,7,480,0,0,91,249,"Moderate Income",846
36047060800,3768,2765,756,52188,790,"Moderate Income",1003,3432,51111,410900,1360,2571,129,0,467,0,0,33,232,"Moderate Income",861
36047061002,1465,1414,512,41607,765,"Moderate Income",51,4207,65284,715300,1909,4207,0,0,0,0,0,0,0,"High Income",0
36047061003,2227,1610,539,27264,666,"Low Income",617,2079,52159,651100,330,546,0,0,620,0,85,0,828,"Moderate Income",1533
36047061004,6292,4548,1523,27264,666,"Low Income",1744,6556,24741,568500,2361,5425,2,0,400,0,0,343,386,"Low Income",1131
36047061200,1211,1200,445,90000,772,"High Income",11,990,86953,922600,350,990,0,0,0,0,0,0,0,"High Income",0
36047061600,905,834,324,78279,897,"High Income",71,1513,83854,1006800,636,1373,69,0,11,0,0,0,60,"High Income",140
36047062000,1703,1643,724,81587,898,"High Income",60,2112,119833,1221000,960,2036,0,0,47,0,0,0,29,"Very High Income",76
36047062200,3146,2760,620,50036,781,"Moderate Income",386,2956,69231,400800,958,2200,292,0,78,0,43,52,291,"High Income",756
36047062600,2638,1829,456,44572,670,"Moderate Income",809,2817,55833,330300,810,1391,252,0,691,0,0,85,398,"Moderate Income",1426
36047062800,5502,5229,516,70160,769,"High Income",273,5099,72627,427900,911,4377,19,9,352,0,0,0,342,"High Income",722
36047063200,1321,1206,252,55170,598,"Moderate Income",115,1588,74250,248400,440,1243,14,0,199,0,0,0,132,"High Income",345
36047063600,1330,1144,322,84248,712,"High Income",186,1453,105987,597300,526,1055,0,14,126,0,0,0,272,"Very High Income",412
36047063800,1472,1298,331,70357,753,"High Income",174,1882,105833,601800,530,1371,26,0,355,0,0,1,129,"Very High Income",511
36047064000,1523,1304,348,69643,758,"High Income",219,1832,109911,651200,551,1393,0,0,175,0,0,0,264,"Very High Income",439
36047064200,2648,2303,662,48281,747,"Moderate Income",345,2327,54211,820200,710,1738,62,0,106,0,0,37,384,"Moderate Income",589
36047064400,2344,1951,331,56522,765,"Moderate Income",393,3030,88750,658400,724,2059,99,0,578,0,0,4,290,"High Income",971
36047064600,2098,1709,393,62019,915,"High Income",389,2402,94940,583300,545,1908,31,25,129,0,9,14,286,"Very High Income",494
36047064800,1940,1121,328,73409,783,"High Income",819,2240,78103,580600,465,1504,492,0,60,0,0,25,159,"High Income",736
36047065000,1379,612,208,59931,541,"Moderate Income",767,1622,64500,496700,363,369,658,0,208,0,0,0,387,"High Income",1253
36047065200,1234,1078,154,76157,925,"High Income",156,1053,91845,569100,410,900,31,0,72,0,0,28,22,"Very High Income",153
36047065400,1596,1425,298,82021,640,"High Income",171,1571,90089,573600,423,1204,40,0,192,0,0,62,73,"Very High Income",367
36047065600,1838,1643,277,63105,1264,"High Income",195,1788,77328,445400,343,1294,0,0,149,0,0,48,297,"High Income",494
36047065800,1837,1621,350,71406,808,"High Income",216,1992,81406,569200,705,1365,22,0,527,0,0,17,61,"High Income",627
36047066000,1666,1396,335,80317,750,"High Income",270,2295,100978,543700,644,1697,22,0,372,0,0,55,149,"Very High Income",598
36047066200,1363,1173,238,52813,760,"Moderate Income",190,1670,84750,497100,396,1194,12,0,192,0,65,19,188,"High Income",476
36047067000,2456,1402,360,60137,855,"High Income",1054,2897,80417,483800,663,616,1521,0,222,0,31,23,484,"High Income",2281
36047067200,1332,446,194,53214,879,"Moderate Income",886,1587,70192,435500,267,211,1306,0,28,0,0,0,42,"High Income",1376
36047067400,1904,726,229,57391,842,"Moderate Income",1178,2011,79375,463000,377,302,1245,0,91,0,23,76,274,"High Income",1709
36047067600,1747,443,264,58375,862,"Moderate Income",1304,1969,83382,450000,566,179,1444,0,99,0,10,0,237,"High Income",1790
36047067800,2628,802,318,57778,863,"Moderate Income",1826,2650,88385,477600,658,292,2298,0,0,0,10,0,50,"High Income",2358
36047068000,1770,724,208,67650,729,"High Income",1046,2300,74904,413200,372,230,1792,0,46,0,0,15,217,"High Income",2070
36047068200,2248,1296,301,61250,704,"High Income",952,3050,99583,461700,790,531,1980,0,205,0,0,15,319,"Very High Income",2519
36047068600,1487,1275,246,56467,699,"Moderate Income",212,1784,57596,314700,452,838,540,0,130,0,0,71,205,"Moderate Income",946
36047068800,1620,1059,214,62283,765,"High Income",561,1652,91250,438900,323,591,800,5,104,0,0,0,157,"Very High Income",1066
36047069000,1742,809,216,62212,734,"High Income",933,2234,101146,447100,627,345,1325,0,143,0,73,108,240,"Very High Income",1889
36047069200,2382,996,353,54263,905,"Moderate Income",1386,3000,107264,457100,628,289,2289,0,117,9,48,95,153,"Very High Income",2711
36047069601,2879,2485,544,60299,900,"High Income",394,3677,62458,606000,1018,1529,1388,0,152,0,10,70,528,"High Income",2148
36047069602,4914,4241,929,60299,900,"High Income",673,6601,88048,603900,1665,3933,1074,0,491,0,0,117,986,"High Income",2668
36047069800,1226,1086,225,79433,983,"High Income",140,1478,69375,495500,345,1097,55,0,162,0,0,0,164,"High Income",381
36047070000,1748,1716,268,66894,839,"High Income",32,1715,59583,578700,422,1586,46,7,17,0,0,0,66,"Moderate Income",136
36047070201,6502,6197,1860,81322,990,"High Income",305,5939,83672,709500,1881,5015,124,42,185,0,0,0,590,"High Income",941
36047070600,3010,2895,602,76947,756,"High Income",115,2985,98889,644200,742,2452,310,0,95,0,0,0,128,"Very High Income",533
36047072000,1548,451,149,43750,941,"Moderate Income",1097,2261,78750,575900,493,80,1998,0,121,0,0,32,30,"High Income",2181
36047072200,2948,231,434,55234,774,"Moderate Income",2717,3296,67287,499000,594,106,2877,0,68,0,0,13,232,"High Income",3190
36047072400,2037,63,265,49441,847,"Moderate Income",1974,1741,69375,484300,312,41,1558,0,0,0,20,13,109,"High Income",1700
36047072600,2495,189,393,65791,920,"High Income",2306,2196,82353,470400,490,45,1880,0,45,0,0,0,226,"High Income",2151
36047072800,3777,510,718,50417,870,"Moderate Income",3267,4065,55156,310600,976,144,3608,0,93,0,12,16,192,"Moderate Income",3921
36047073000,2290,367,408,69250,695,"High Income",1923,2431,103424,484500,626,124,2018,0,13,0,34,86,156,"Very High Income",2307
36047073200,2394,191,365,64677,799,"High Income",2203,2644,75094,457300,366,60,2278,21,140,0,75,0,70,"High Income",2584
36047073400,2069,84,243,59464,825,"Moderate Income",1985,2145,87361,476000,659,67,1925,0,0,0,29,14,110,"High Income",2078
36047073600,3440,545,338,48191,734,"Moderate Income",2895,3569,70033,454000,751,286,2310,0,282,0,78,32,581,"High Income",3283
36047073800,3306,1138,437,50094,720,"Moderate Income",2168,3988,62784,515800,713,1251,2041,0,211,0,0,14,471,"High Income",2737
36047074000,3623,312,406,42844,728,"Moderate Income",3311,4122,60913,491300,738,406,2578,0,736,0,23,85,294,"High Income",3716
36047074200,3336,871,393,52352,752,"Moderate Income",2465,3326,80543,582200,632,1208,1516,11,171,0,8,100,323,"High Income",2129
36047074400,2364,2069,379,75451,694,"High Income",295,2797,104167,624600,659,2083,390,0,110,0,0,59,155,"Very High Income",714
36047074600,2052,1281,431,57917,640,"Moderate Income",771,2600,82159,660900,506,1836,378,0,120,0,31,49,186,"High Income",764
36047074800,2024,1416,403,65217,765,"High Income",608,1741,76917,687900,555,1321,337,0,15,0,0,0,68,"High Income",420
36047075000,3148,2619,707,55083,773,"Moderate Income",529,2823,58750,720100,633,2264,300,0,66,0,20,9,164,"Moderate Income",559
36047075200,1284,1284,305,76923,1060,"High Income",0,955,153438,1055000,368,915,35,0,5,0,0,0,0,"Very High Income",40
36047075400,1576,1570,473,97324,1070,"Very High Income",6,1495,109167,928700,495,1489,2,0,1,0,0,0,3,"Very High Income",6
36047075600,1917,1687,532,70714,720,"High Income",230,2144,82813,794600,694,1694,73,0,301,0,0,0,76,"High Income",450
36047075800,1934,1774,548,64600,683,"High Income",160,1659,86625,835100,622,1529,10,0,49,0,0,15,56,"High Income",130
36047076000,2993,2634,711,41848,708,"Moderate Income",359,3017,57292,930400,914,2593,77,0,157,0,31,22,137,"Moderate Income",424
36047076200,4671,2792,921,33615,673,"Moderate Income",1879,5214,48810,848400,1221,2459,939,0,913,0,0,0,903,"Moderate Income",2755
36047076400,4150,1023,558,30917,692,"Moderate Income",3127,3725,55111,786500,891,1088,1786,0,210,0,21,61,559,"Moderate Income",2637
36047076600,2339,171,259,38380,742,"Moderate Income",2168,2416,67736,821100,490,284,1657,0,35,0,15,45,380,"High Income",2132
36047076800,3545,2684,632,40594,735,"Moderate Income",861,3104,41920,671100,883,2488,57,0,253,0,0,58,248,"Moderate Income",616
36047077000,3071,289,406,44236,673,"Moderate Income",2782,3131,49951,519500,861,356,1961,0,98,0,0,169,547,"Moderate Income",2775
36047077200,3317,990,609,55789,671,"Moderate Income",2327,3168,56740,573900,871,1130,1317,26,58,0,0,38,625,"Moderate Income",2064
36047077400,3121,844,699,36897,737,"Moderate Income",2277,3539,62917,642400,813,550,2254,0,319,0,44,47,325,"High Income",2989
36047077600,4104,427,751,50065,769,"Moderate Income",3677,3907,62083,318600,1242,157,3174,0,298,0,0,132,146,"High Income",3750
36047078000,2647,153,428,60949,870,"High Income",2494,2551,83478,459500,559,57,2347,0,0,0,8,19,120,"High Income",2494
36047078200,4237,74,418,31866,637,"Moderate Income",4163,5329,65028,461600,851,42,4955,0,61,0,19,57,195,"High Income",5287
36047078400,2740,122,327,56324,752,"Moderate Income",2618,2612,82174,506300,649,93,2220,0,34,0,65,19,181,"High Income",2519
36047078600,4466,264,610,34375,714,"Moderate Income",4202,4965,53019,338800,883,372,3454,0,279,0,65,166,629,"Moderate Income",4593
